defined	arg	defined arg
CERT_SUBJECT_PUB_KEY_BIT_LENGTH_PROP_ID		92
CERT_PUB_KEY_CNG_ALG_BIT_LENGTH_PROP_ID		93
CERT_ISSUER_PUB_KEY_BIT_LENGTH_PROP_ID		94
CERT_ISSUER_CHAIN_SIGN_HASH_CNG_ALG_PROP_ID		95
CERT_ISSUER_CHAIN_PUB_KEY_CNG_ALG_BIT_LENGTH_PROP_ID		96
CERT_NO_EXPIRE_NOTIFICATION_PROP_ID		97
CERT_AUTH_ROOT_SHA256_HASH_PROP_ID		98
CERT_NCRYPT_KEY_HANDLE_TRANSFER_PROP_ID		99
CERT_HCRYPTPROV_TRANSFER_PROP_ID		100
CERT_SMART_CARD_READER_PROP_ID		101
CERT_SEND_AS_TRUSTED_ISSUER_PROP_ID		102
CERT_KEY_REPAIR_ATTEMPTED_PROP_ID		103
CERT_DISALLOWED_FILETIME_PROP_ID		104
CERT_ROOT_PROGRAM_CHAIN_POLICIES_PROP_ID		105
CERT_SMART_CARD_READER_NON_REMOVABLE_PROP_ID		106
CERT_SHA256_HASH_PROP_ID		107
CERT_SCEP_SERVER_CERTS_PROP_ID		108
CERT_SCEP_RA_SIGNATURE_CERT_PROP_ID		109
CERT_SCEP_RA_ENCRYPTION_CERT_PROP_ID		110
CERT_SCEP_CA_CERT_PROP_ID		111
CERT_SCEP_SIGNER_CERT_PROP_ID		112
CERT_SCEP_NONCE_PROP_ID		113
CERT_SCEP_ENCRYPT_HASH_CNG_ALG_PROP_ID		114
CERT_SCEP_FLAGS_PROP_ID		115
CERT_SCEP_GUID_PROP_ID		116
CERT_SERIALIZABLE_KEY_CONTEXT_PROP_ID		117
CERT_ISOLATED_KEY_PROP_ID		118
CERT_SERIAL_CHAIN_PROP_ID		119
CERT_KEY_CLASSIFICATION_PROP_ID		120
CERT_OCSP_MUST_STAPLE_PROP_ID		121
CERT_DISALLOWED_ENHKEY_USAGE_PROP_ID		122
CERT_NONCOMPLIANT_ROOT_URL_PROP_ID		123
CERT_PIN_SHA256_HASH_PROP_ID		124
CERT_CLR_DELETE_KEY_PROP_ID		125
CERT_NOT_BEFORE_FILETIME_PROP_ID		126
CERT_NOT_BEFORE_ENHKEY_USAGE_PROP_ID		127
CERT_DISALLOWED_CA_FILETIME_PROP_ID		128
CERT_FIRST_RESERVED_PROP_ID		129
CERT_LAST_RESERVED_PROP_ID		0x00007FFF
CERT_FIRST_USER_PROP_ID		0x00008000
CERT_LAST_USER_PROP_ID		0x0000FFFF
WINCRYPT_DWORD_CPP_ONLY		
IS_CERT_HASH_PROP_ID	X	(CERT_SHA1_HASH_PROP_ID == (X) || CERT_MD5_HASH_PROP_ID == (X) || CERT_SHA256_HASH_PROP_ID == (X) || CERT_SIGNATURE_HASH_PROP_ID == (X))
IS_PUBKEY_HASH_PROP_ID	X	(CERT_ISSUER_PUBLIC_KEY_MD5_HASH_PROP_ID == (X) || CERT_PIN_SHA256_HASH_PROP_ID == (X) || CERT_SUBJECT_PUBLIC_KEY_MD5_HASH_PROP_ID == (X))
IS_CHAIN_HASH_PROP_ID	X	(CERT_ISSUER_PUBLIC_KEY_MD5_HASH_PROP_ID == (X) || CERT_SUBJECT_PUBLIC_KEY_MD5_HASH_PROP_ID == (X) || CERT_ISSUER_SERIAL_NUMBER_MD5_HASH_PROP_ID == (X) || CERT_SUBJECT_NAME_MD5_HASH_PROP_ID == (X))
IS_STRONG_SIGN_PROP_ID	X	(CERT_SIGN_HASH_CNG_ALG_PROP_ID == (X) || CERT_SUBJECT_PUB_KEY_BIT_LENGTH_PROP_ID == (X) || CERT_PUB_KEY_CNG_ALG_BIT_LENGTH_PROP_ID == (X))
szOID_CERT_PROP_ID_PREFIX		"1.3.6.1.4.1.311.10.11."
_szPROP_ID	PropId	#PropId
szOID_CERT_PROP_ID	PropId	szOID_CERT_PROP_ID_PREFIX _szPROP_ID(PropId)
__CRYPT32WTEXT	quote	L##quote
_CRYPT32WTEXT	quote	__CRYPT32WTEXT(quote)
wszOID_CERT_PROP_ID	PropId	_CRYPT32WTEXT(szOID_CERT_PROP_ID_PREFIX) _CRYPT32WTEXT(_szPROP_ID(PropId))
szOID_CERT_KEY_IDENTIFIER_PROP_ID		"1.3.6.1.4.1.311.10.11.20"
szOID_CERT_ISSUER_SERIAL_NUMBER_MD5_HASH_PROP_ID		"1.3.6.1.4.1.311.10.11.28"
szOID_CERT_SUBJECT_NAME_MD5_HASH_PROP_ID		"1.3.6.1.4.1.311.10.11.29"
szOID_CERT_MD5_HASH_PROP_ID		"1.3.6.1.4.1.311.10.11.4"
szOID_CERT_SIGNATURE_HASH_PROP_ID		"1.3.6.1.4.1.311.10.11.15"
szOID_DISALLOWED_HASH		szOID_CERT_SIGNATURE_HASH_PROP_ID
szOID_CERT_DISALLOWED_FILETIME_PROP_ID		"1.3.6.1.4.1.311.10.11.104"
szOID_CERT_DISALLOWED_CA_FILETIME_PROP_ID		"1.3.6.1.4.1.311.10.11.128"
CERT_ACCESS_STATE_WRITE_PERSIST_FLAG		0x1
CERT_ACCESS_STATE_SYSTEM_STORE_FLAG		0x2
CERT_ACCESS_STATE_LM_SYSTEM_STORE_FLAG		0x4
CERT_ACCESS_STATE_GP_SYSTEM_STORE_FLAG		0x8
CERT_ACCESS_STATE_SHARED_USER_FLAG		0x10
szOID_ROOT_PROGRAM_AUTO_UPDATE_CA_REVOCATION		"1.3.6.1.4.1.311.60.3.1"
szOID_ROOT_PROGRAM_AUTO_UPDATE_END_REVOCATION		"1.3.6.1.4.1.311.60.3.2"
szOID_ROOT_PROGRAM_NO_OCSP_FAILOVER_TO_CRL		"1.3.6.1.4.1.311.60.3.3"
CERT_SET_KEY_PROV_HANDLE_PROP_ID		0x00000001
CERT_SET_KEY_CONTEXT_PROP_ID		0x00000001
CERT_NCRYPT_KEY_SPEC		0xFFFFFFFF
CERT_STORE_PROV_MSG		((LPCSTR) 1)
CERT_STORE_PROV_MEMORY		((LPCSTR) 2)
CERT_STORE_PROV_FILE		((LPCSTR) 3)
CERT_STORE_PROV_REG		((LPCSTR) 4)
CERT_STORE_PROV_PKCS7		((LPCSTR) 5)
CERT_STORE_PROV_SERIALIZED		((LPCSTR) 6)
CERT_STORE_PROV_FILENAME_A		((LPCSTR) 7)
CERT_STORE_PROV_FILENAME_W		((LPCSTR) 8)
CERT_STORE_PROV_FILENAME		CERT_STORE_PROV_FILENAME_W
CERT_STORE_PROV_SYSTEM_A		((LPCSTR) 9)
CERT_STORE_PROV_SYSTEM_W		((LPCSTR) 10)
CERT_STORE_PROV_SYSTEM		CERT_STORE_PROV_SYSTEM_W
CERT_STORE_PROV_COLLECTION		((LPCSTR) 11)
CERT_STORE_PROV_SYSTEM_REGISTRY_A		((LPCSTR) 12)
CERT_STORE_PROV_SYSTEM_REGISTRY_W		((LPCSTR) 13)
CERT_STORE_PROV_SYSTEM_REGISTRY		CERT_STORE_PROV_SYSTEM_REGISTRY_W
CERT_STORE_PROV_PHYSICAL_W		((LPCSTR) 14)
CERT_STORE_PROV_PHYSICAL		CERT_STORE_PROV_PHYSICAL_W
CERT_STORE_PROV_SMART_CARD_W		((LPCSTR) 15)
CERT_STORE_PROV_SMART_CARD		CERT_STORE_PROV_SMART_CARD_W
CERT_STORE_PROV_LDAP_W		((LPCSTR) 16)
CERT_STORE_PROV_LDAP		CERT_STORE_PROV_LDAP_W
CERT_STORE_PROV_PKCS12		((LPCSTR) 17)
sz_CERT_STORE_PROV_MEMORY		"Memory"
sz_CERT_STORE_PROV_FILENAME_W		"File"
sz_CERT_STORE_PROV_FILENAME		sz_CERT_STORE_PROV_FILENAME_W
sz_CERT_STORE_PROV_SYSTEM_W		"System"
sz_CERT_STORE_PROV_SYSTEM		sz_CERT_STORE_PROV_SYSTEM_W
sz_CERT_STORE_PROV_PKCS7		"PKCS7"
sz_CERT_STORE_PROV_PKCS12		"PKCS12"
sz_CERT_STORE_PROV_SERIALIZED		"Serialized"
sz_CERT_STORE_PROV_COLLECTION		"Collection"
sz_CERT_STORE_PROV_SYSTEM_REGISTRY_W		"SystemRegistry"
sz_CERT_STORE_PROV_SYSTEM_REGISTRY		sz_CERT_STORE_PROV_SYSTEM_REGISTRY_W
sz_CERT_STORE_PROV_PHYSICAL_W		"Physical"
sz_CERT_STORE_PROV_PHYSICAL		sz_CERT_STORE_PROV_PHYSICAL_W
sz_CERT_STORE_PROV_SMART_CARD_W		"SmartCard"
sz_CERT_STORE_PROV_SMART_CARD		sz_CERT_STORE_PROV_SMART_CARD_W
sz_CERT_STORE_PROV_LDAP_W		"Ldap"
sz_CERT_STORE_PROV_LDAP		sz_CERT_STORE_PROV_LDAP_W
CERT_STORE_SIGNATURE_FLAG		0x00000001
CERT_STORE_TIME_VALIDITY_FLAG		0x00000002
CERT_STORE_REVOCATION_FLAG		0x00000004
CERT_STORE_NO_CRL_FLAG		0x00010000
CERT_STORE_NO_ISSUER_FLAG		0x00020000
CERT_STORE_BASE_CRL_FLAG		0x00000100
CERT_STORE_DELTA_CRL_FLAG		0x00000200
CERT_STORE_NO_CRYPT_RELEASE_FLAG		0x00000001
CERT_STORE_SET_LOCALIZED_NAME_FLAG		0x00000002
CERT_STORE_DEFER_CLOSE_UNTIL_LAST_FREE_FLAG		0x00000004
CERT_STORE_DELETE_FLAG		0x00000010
CERT_STORE_UNSAFE_PHYSICAL_FLAG		0x00000020
CERT_STORE_SHARE_STORE_FLAG		0x00000040
CERT_STORE_SHARE_CONTEXT_FLAG		0x00000080
CERT_STORE_MANIFOLD_FLAG		0x00000100
CERT_STORE_ENUM_ARCHIVED_FLAG		0x00000200
CERT_STORE_UPDATE_KEYID_FLAG		0x00000400
CERT_STORE_BACKUP_RESTORE_FLAG		0x00000800
CERT_STORE_READONLY_FLAG		0x00008000
CERT_STORE_OPEN_EXISTING_FLAG		0x00004000
CERT_STORE_CREATE_NEW_FLAG		0x00002000
CERT_STORE_MAXIMUM_ALLOWED_FLAG		0x00001000
CERT_SYSTEM_STORE_MASK		0xFFFF0000
CERT_SYSTEM_STORE_RELOCATE_FLAG		0x80000000
CERT_SYSTEM_STORE_UNPROTECTED_FLAG		0x40000000
CERT_SYSTEM_STORE_DEFER_READ_FLAG		0x20000000
CERT_SYSTEM_STORE_LOCATION_MASK		0x00FF0000
CERT_SYSTEM_STORE_LOCATION_SHIFT		16
CERT_SYSTEM_STORE_CURRENT_USER_ID		1
CERT_SYSTEM_STORE_LOCAL_MACHINE_ID		2
CERT_SYSTEM_STORE_CURRENT_SERVICE_ID		4
CERT_SYSTEM_STORE_SERVICES_ID		5
CERT_SYSTEM_STORE_USERS_ID		6
CERT_SYSTEM_STORE_CURRENT_USER_GROUP_POLICY_ID		7
CERT_SYSTEM_STORE_LOCAL_MACHINE_GROUP_POLICY_ID		8
CERT_SYSTEM_STORE_LOCAL_MACHINE_ENTERPRISE_ID		9
CERT_SYSTEM_STORE_LOCAL_MACHINE_WCOS_ID		10
CERT_SYSTEM_STORE_CURRENT_USER		(CERT_SYSTEM_STORE_CURRENT_USER_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_LOCAL_MACHINE		(CERT_SYSTEM_STORE_LOCAL_MACHINE_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_CURRENT_SERVICE		(CERT_SYSTEM_STORE_CURRENT_SERVICE_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_SERVICES		(CERT_SYSTEM_STORE_SERVICES_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_USERS		(CERT_SYSTEM_STORE_USERS_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_CURRENT_USER_GROUP_POLICY		(CERT_SYSTEM_STORE_CURRENT_USER_GROUP_POLICY_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_LOCAL_MACHINE_GROUP_POLICY		(CERT_SYSTEM_STORE_LOCAL_MACHINE_GROUP_POLICY_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_LOCAL_MACHINE_ENTERPRISE		(CERT_SYSTEM_STORE_LOCAL_MACHINE_ENTERPRISE_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_SYSTEM_STORE_LOCAL_MACHINE_WCOS		(CERT_SYSTEM_STORE_LOCAL_MACHINE_WCOS_ID << CERT_SYSTEM_STORE_LOCATION_SHIFT)
CERT_GROUP_POLICY_SYSTEM_STORE_REGPATH		L"Software\\Policies\\Microsoft\\SystemCertificates"
CERT_EFSBLOB_REGPATH		CERT_GROUP_POLICY_SYSTEM_STORE_REGPATH L"\\EFS"
CERT_EFSBLOB_VALUE_NAME		L"EFSBlob"
CERT_PROT_ROOT_FLAGS_REGPATH		CERT_GROUP_POLICY_SYSTEM_STORE_REGPATH L"\\Root\\ProtectedRoots"
CERT_PROT_ROOT_FLAGS_VALUE_NAME		L"Flags"
CERT_PROT_ROOT_DISABLE_CURRENT_USER_FLAG		0x1
CERT_PROT_ROOT_INHIBIT_ADD_AT_INIT_FLAG		0x2
CERT_PROT_ROOT_INHIBIT_PURGE_LM_FLAG		0x4
CERT_PROT_ROOT_DISABLE_LM_AUTH_FLAG		0x8
CERT_PROT_ROOT_ONLY_LM_GPT_FLAG		0x8
CERT_PROT_ROOT_DISABLE_NT_AUTH_REQUIRED_FLAG		0x10
CERT_PROT_ROOT_DISABLE_NOT_DEFINED_NAME_CONSTRAINT_FLAG		0x20
CERT_PROT_ROOT_DISABLE_PEER_TRUST		0x10000
CERT_PROT_ROOT_PEER_USAGES_VALUE_NAME		L"PeerUsages"
CERT_PROT_ROOT_PEER_USAGES_VALUE_NAME_A		"PeerUsages"
CERT_PROT_ROOT_PEER_USAGES_DEFAULT_A		szOID_PKIX_KP_CLIENT_AUTH "\0" szOID_PKIX_KP_EMAIL_PROTECTION "\0" szOID_KP_EFS "\0"
CERT_TRUST_PUB_SAFER_GROUP_POLICY_REGPATH		CERT_GROUP_POLICY_SYSTEM_STORE_REGPATH L"\\TrustedPublisher\\Safer"
CERT_LOCAL_MACHINE_SYSTEM_STORE_REGPATH		L"Software\\Microsoft\\SystemCertificates"
CERT_TRUST_PUB_SAFER_LOCAL_MACHINE_REGPATH		CERT_LOCAL_MACHINE_SYSTEM_STORE_REGPATH L"\\TrustedPublisher\\Safer"
CERT_TRUST_PUB_AUTHENTICODE_FLAGS_VALUE_NAME		L"AuthenticodeFlags"
CERT_TRUST_PUB_ALLOW_TRUST_MASK		0x00000003
CERT_TRUST_PUB_ALLOW_END_USER_TRUST		0x00000000
CERT_TRUST_PUB_ALLOW_MACHINE_ADMIN_TRUST		0x00000001
CERT_TRUST_PUB_ALLOW_ENTERPRISE_ADMIN_TRUST		0x00000002
CERT_TRUST_PUB_CHECK_PUBLISHER_REV_FLAG		0x00000100
CERT_TRUST_PUB_CHECK_TIMESTAMP_REV_FLAG		0x00000200
CERT_OCM_SUBCOMPONENTS_LOCAL_MACHINE_REGPATH		L"SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Setup\\OC Manager\\Subcomponents"
CERT_OCM_SUBCOMPONENTS_ROOT_AUTO_UPDATE_VALUE_NAME		L"RootAutoUpdate"
CERT_DISABLE_ROOT_AUTO_UPDATE_REGPATH		CERT_GROUP_POLICY_SYSTEM_STORE_REGPATH L"\\AuthRoot"
CERT_DISABLE_ROOT_AUTO_UPDATE_VALUE_NAME		L"DisableRootAutoUpdate"
CERT_ENABLE_DISALLOWED_CERT_AUTO_UPDATE_VALUE_NAME		L"EnableDisallowedCertAutoUpdate"
CERT_DISABLE_PIN_RULES_AUTO_UPDATE_VALUE_NAME		L"DisablePinRulesAutoUpdate"
CERT_AUTO_UPDATE_LOCAL_MACHINE_REGPATH		CERT_LOCAL_MACHINE_SYSTEM_STORE_REGPATH L"\\AuthRoot\\AutoUpdate"
CERT_AUTO_UPDATE_ROOT_DIR_URL_VALUE_NAME		L"RootDirUrl"
CERT_AUTO_UPDATE_SYNC_FROM_DIR_URL_VALUE_NAME		L"SyncFromDirUrl"
CERT_AUTH_ROOT_AUTO_UPDATE_LOCAL_MACHINE_REGPATH		CERT_AUTO_UPDATE_LOCAL_MACHINE_REGPATH
CERT_AUTH_ROOT_AUTO_UPDATE_ROOT_DIR_URL_VALUE_NAME		CERT_AUTO_UPDATE_ROOT_DIR_URL_VALUE_NAME
CERT_AUTH_ROOT_AUTO_UPDATE_SYNC_DELTA_TIME_VALUE_NAME		L"SyncDeltaTime"
CERT_AUTH_ROOT_AUTO_UPDATE_FLAGS_VALUE_NAME		L"Flags"
CERT_AUTH_ROOT_AUTO_UPDATE_DISABLE_UNTRUSTED_ROOT_LOGGING_FLAG		0x1
CERT_AUTH_ROOT_AUTO_UPDATE_DISABLE_PARTIAL_CHAIN_LOGGING_FLAG		0x2
CERT_AUTO_UPDATE_DISABLE_RANDOM_QUERY_STRING_FLAG		0x4
CERT_AUTH_ROOT_AUTO_UPDATE_LAST_SYNC_TIME_VALUE_NAME		L"LastSyncTime"
CERT_AUTH_ROOT_AUTO_UPDATE_ENCODED_CTL_VALUE_NAME		L"EncodedCtl"
CERT_AUTH_ROOT_CTL_FILENAME		L"authroot.stl"
CERT_AUTH_ROOT_CTL_FILENAME_A		"authroot.stl"
CERT_AUTH_ROOT_CAB_FILENAME		L"authrootstl.cab"
CERT_AUTH_ROOT_SEQ_FILENAME		L"authrootseq.txt"
CERT_AUTH_ROOT_CERT_EXT		L".crt"
CERT_DISALLOWED_CERT_AUTO_UPDATE_SYNC_DELTA_TIME_VALUE_NAME		L"DisallowedCertSyncDeltaTime"
CERT_DISALLOWED_CERT_AUTO_UPDATE_LAST_SYNC_TIME_VALUE_NAME		L"DisallowedCertLastSyncTime"
CERT_DISALLOWED_CERT_AUTO_UPDATE_ENCODED_CTL_VALUE_NAME		L"DisallowedCertEncodedCtl"
CERT_DISALLOWED_CERT_CTL_FILENAME		L"disallowedcert.stl"
CERT_DISALLOWED_CERT_CTL_FILENAME_A		"disallowedcert.stl"
CERT_DISALLOWED_CERT_CAB_FILENAME		L"disallowedcertstl.cab"
CERT_DISALLOWED_CERT_AUTO_UPDATE_LIST_IDENTIFIER		L"DisallowedCert_AutoUpdate_1"
CERT_PIN_RULES_AUTO_UPDATE_SYNC_DELTA_TIME_VALUE_NAME		L"PinRulesSyncDeltaTime"
CERT_PIN_RULES_AUTO_UPDATE_LAST_SYNC_TIME_VALUE_NAME		L"PinRulesLastSyncTime"
CERT_PIN_RULES_AUTO_UPDATE_ENCODED_CTL_VALUE_NAME		L"PinRulesEncodedCtl"
CERT_PIN_RULES_CTL_FILENAME		L"pinrules.stl"
CERT_PIN_RULES_CTL_FILENAME_A		"pinrules.stl"
CERT_PIN_RULES_CAB_FILENAME		L"pinrulesstl.cab"
CERT_PIN_RULES_AUTO_UPDATE_LIST_IDENTIFIER		L"PinRules_AutoUpdate_1"
CERT_REGISTRY_STORE_REMOTE_FLAG		0x10000
CERT_REGISTRY_STORE_SERIALIZED_FLAG		0x20000
CERT_REGISTRY_STORE_CLIENT_GPT_FLAG		0x80000000
CERT_REGISTRY_STORE_LM_GPT_FLAG		0x01000000
CERT_REGISTRY_STORE_ROAMING_FLAG		0x40000
CERT_REGISTRY_STORE_MY_IE_DIRTY_FLAG		0x80000
CERT_REGISTRY_STORE_EXTERNAL_FLAG		0x100000
CERT_IE_DIRTY_FLAGS_REGPATH		L"Software\\Microsoft\\Cryptography\\IEDirtyFlags"
CERT_FILE_STORE_COMMIT_ENABLE_FLAG		0x10000
CERT_LDAP_STORE_SIGN_FLAG		0x10000
CERT_LDAP_STORE_AREC_EXCLUSIVE_FLAG		0x20000
CERT_LDAP_STORE_OPENED_FLAG		0x40000
CERT_LDAP_STORE_UNBIND_FLAG		0x80000
CRYPT_OID_OPEN_STORE_PROV_FUNC		"CertDllOpenStoreProv"
CERT_STORE_PROV_EXTERNAL_FLAG		0x1
CERT_STORE_PROV_DELETED_FLAG		0x2
CERT_STORE_PROV_NO_PERSIST_FLAG		0x4
CERT_STORE_PROV_SYSTEM_STORE_FLAG		0x8
CERT_STORE_PROV_LM_SYSTEM_STORE_FLAG		0x10
CERT_STORE_PROV_GP_SYSTEM_STORE_FLAG		0x20
CERT_STORE_PROV_SHARED_USER_FLAG		0x40
CERT_STORE_PROV_CLOSE_FUNC		0
CERT_STORE_PROV_READ_CERT_FUNC		1
CERT_STORE_PROV_WRITE_CERT_FUNC		2
CERT_STORE_PROV_DELETE_CERT_FUNC		3
CERT_STORE_PROV_SET_CERT_PROPERTY_FUNC		4
CERT_STORE_PROV_READ_CRL_FUNC		5
CERT_STORE_PROV_WRITE_CRL_FUNC		6
CERT_STORE_PROV_DELETE_CRL_FUNC		7
CERT_STORE_PROV_SET_CRL_PROPERTY_FUNC		8
CERT_STORE_PROV_READ_CTL_FUNC		9
CERT_STORE_PROV_WRITE_CTL_FUNC		10
CERT_STORE_PROV_DELETE_CTL_FUNC		11
CERT_STORE_PROV_SET_CTL_PROPERTY_FUNC		12
CERT_STORE_PROV_CONTROL_FUNC		13
CERT_STORE_PROV_FIND_CERT_FUNC		14
CERT_STORE_PROV_FREE_FIND_CERT_FUNC		15
CERT_STORE_PROV_GET_CERT_PROPERTY_FUNC		16
CERT_STORE_PROV_FIND_CRL_FUNC		17
CERT_STORE_PROV_FREE_FIND_CRL_FUNC		18
CERT_STORE_PROV_GET_CRL_PROPERTY_FUNC		19
CERT_STORE_PROV_FIND_CTL_FUNC		20
CERT_STORE_PROV_FREE_FIND_CTL_FUNC		21
CERT_STORE_PROV_GET_CTL_PROPERTY_FUNC		22
CERT_STORE_PROV_WRITE_ADD_FLAG		0x1
CERT_STORE_SAVE_AS_STORE		1
CERT_STORE_SAVE_AS_PKCS7		2
CERT_STORE_SAVE_AS_PKCS12		3
CERT_STORE_SAVE_TO_FILE		1
CERT_STORE_SAVE_TO_MEMORY		2
CERT_STORE_SAVE_TO_FILENAME_A		3
CERT_STORE_SAVE_TO_FILENAME_W		4
CERT_STORE_SAVE_TO_FILENAME		CERT_STORE_SAVE_TO_FILENAME_W
CERT_CLOSE_STORE_FORCE_FLAG		0x00000001
CERT_CLOSE_STORE_CHECK_FLAG		0x00000002
CERT_COMPARE_MASK		0xFFFF
CERT_COMPARE_SHIFT		16
CERT_COMPARE_ANY		0
CERT_COMPARE_SHA1_HASH		1
CERT_COMPARE_NAME		2
CERT_COMPARE_ATTR		3
CERT_COMPARE_MD5_HASH		4
CERT_COMPARE_PROPERTY		5
CERT_COMPARE_PUBLIC_KEY		6
CERT_COMPARE_HASH		CERT_COMPARE_SHA1_HASH
CERT_COMPARE_NAME_STR_A		7
CERT_COMPARE_NAME_STR_W		8
CERT_COMPARE_KEY_SPEC		9
CERT_COMPARE_ENHKEY_USAGE		10
CERT_COMPARE_CTL_USAGE		CERT_COMPARE_ENHKEY_USAGE
CERT_COMPARE_SUBJECT_CERT		11
CERT_COMPARE_ISSUER_OF		12
CERT_COMPARE_EXISTING		13
CERT_COMPARE_SIGNATURE_HASH		14
CERT_COMPARE_KEY_IDENTIFIER		15
CERT_COMPARE_CERT_ID		16
CERT_COMPARE_CROSS_CERT_DIST_POINTS		17
CERT_COMPARE_PUBKEY_MD5_HASH		18
CERT_COMPARE_SUBJECT_INFO_ACCESS		19
CERT_COMPARE_HASH_STR		20
CERT_COMPARE_HAS_PRIVATE_KEY		21
CERT_FIND_ANY		(CERT_COMPARE_ANY << CERT_COMPARE_SHIFT)
CERT_FIND_SHA1_HASH		(CERT_COMPARE_SHA1_HASH << CERT_COMPARE_SHIFT)
CERT_FIND_MD5_HASH		(CERT_COMPARE_MD5_HASH << CERT_COMPARE_SHIFT)
CERT_FIND_SIGNATURE_HASH		(CERT_COMPARE_SIGNATURE_HASH << CERT_COMPARE_SHIFT)
CERT_FIND_KEY_IDENTIFIER		(CERT_COMPARE_KEY_IDENTIFIER << CERT_COMPARE_SHIFT)
CERT_FIND_HASH		CERT_FIND_SHA1_HASH
CERT_FIND_PROPERTY		(CERT_COMPARE_PROPERTY << CERT_COMPARE_SHIFT)
CERT_FIND_PUBLIC_KEY		(CERT_COMPARE_PUBLIC_KEY << CERT_COMPARE_SHIFT)
CERT_FIND_SUBJECT_NAME		(CERT_COMPARE_NAME << CERT_COMPARE_SHIFT | CERT_INFO_SUBJECT_FLAG)
CERT_FIND_SUBJECT_ATTR		(CERT_COMPARE_ATTR << CERT_COMPARE_SHIFT | CERT_INFO_SUBJECT_FLAG)
CERT_FIND_ISSUER_NAME		(CERT_COMPARE_NAME << CERT_COMPARE_SHIFT | CERT_INFO_ISSUER_FLAG)
CERT_FIND_ISSUER_ATTR		(CERT_COMPARE_ATTR << CERT_COMPARE_SHIFT | CERT_INFO_ISSUER_FLAG)
CERT_FIND_SUBJECT_STR_A		(CERT_COMPARE_NAME_STR_A << CERT_COMPARE_SHIFT | CERT_INFO_SUBJECT_FLAG)
CERT_FIND_SUBJECT_STR_W		(CERT_COMPARE_NAME_STR_W << CERT_COMPARE_SHIFT | CERT_INFO_SUBJECT_FLAG)
CERT_FIND_SUBJECT_STR		CERT_FIND_SUBJECT_STR_W
CERT_FIND_ISSUER_STR_A		(CERT_COMPARE_NAME_STR_A << CERT_COMPARE_SHIFT | CERT_INFO_ISSUER_FLAG)
CERT_FIND_ISSUER_STR_W		(CERT_COMPARE_NAME_STR_W << CERT_COMPARE_SHIFT | CERT_INFO_ISSUER_FLAG)
CERT_FIND_ISSUER_STR		CERT_FIND_ISSUER_STR_W
CERT_FIND_KEY_SPEC		(CERT_COMPARE_KEY_SPEC << CERT_COMPARE_SHIFT)
CERT_FIND_ENHKEY_USAGE		(CERT_COMPARE_ENHKEY_USAGE << CERT_COMPARE_SHIFT)
CERT_FIND_CTL_USAGE		CERT_FIND_ENHKEY_USAGE
CERT_FIND_SUBJECT_CERT		(CERT_COMPARE_SUBJECT_CERT << CERT_COMPARE_SHIFT)
CERT_FIND_ISSUER_OF		(CERT_COMPARE_ISSUER_OF << CERT_COMPARE_SHIFT)
CERT_FIND_EXISTING		(CERT_COMPARE_EXISTING << CERT_COMPARE_SHIFT)
CERT_FIND_CERT_ID		(CERT_COMPARE_CERT_ID << CERT_COMPARE_SHIFT)
CERT_FIND_CROSS_CERT_DIST_POINTS		(CERT_COMPARE_CROSS_CERT_DIST_POINTS << CERT_COMPARE_SHIFT)
CERT_FIND_PUBKEY_MD5_HASH		(CERT_COMPARE_PUBKEY_MD5_HASH << CERT_COMPARE_SHIFT)
CERT_FIND_SUBJECT_INFO_ACCESS		(CERT_COMPARE_SUBJECT_INFO_ACCESS << CERT_COMPARE_SHIFT)
CERT_FIND_HASH_STR		(CERT_COMPARE_HASH_STR << CERT_COMPARE_SHIFT)
CERT_FIND_HAS_PRIVATE_KEY		(CERT_COMPARE_HAS_PRIVATE_KEY << CERT_COMPARE_SHIFT)
CERT_FIND_OPTIONAL_ENHKEY_USAGE_FLAG		0x1
CERT_FIND_EXT_ONLY_ENHKEY_USAGE_FLAG		0x2
CERT_FIND_PROP_ONLY_ENHKEY_USAGE_FLAG		0x4
CERT_FIND_NO_ENHKEY_USAGE_FLAG		0x8
CERT_FIND_OR_ENHKEY_USAGE_FLAG		0x10
CERT_FIND_VALID_ENHKEY_USAGE_FLAG		0x20
CERT_FIND_OPTIONAL_CTL_USAGE_FLAG		CERT_FIND_OPTIONAL_ENHKEY_USAGE_FLAG
CERT_FIND_EXT_ONLY_CTL_USAGE_FLAG		CERT_FIND_EXT_ONLY_ENHKEY_USAGE_FLAG
